TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
17,201,03:20,3.76,1.64,9.88,18.81,18.34,0.01,0.01,0.01,-66.59,180.78
17,201,03:30,3.72,5.84,9.52,18.45,18.34,0.01,0.01,0.01,-61.23,166.59
17,201,03:40,3.45,5.68,10.23,18.57,21.12,0.01,0.01,0.01,-35.69,138.02
17,201,03:50,3.31,-3.98,10.37,19.03,23.51,0.01,0.01,0.01,-29.68,131.16
17,201,04:00,3.1,1.01,9.74,18.69,18.37,0.01,0.01,0.01,-33.17,117.43
17,201,04:10,3.11,1.96,10.38,19.31,18.37,0.01,0.01,0.01,-35.71,109.47
17,201,04:20,3.2,-1.18,10.41,19.73,18.37,0.01,0.01,0.01,-44.45,125.97
17,201,04:30,3.15,-5.46,9.73,19.1,18.37,0.01,0.01,0.01,-51.64,129.58
17,201,04:40,3.09,-4.97,10.23,19.51,18.37,0.01,0.01,0.01,-54.07,119.52
17,201,04:50,3.5,-7.57,10.02,19.7,18.37,0.01,0.01,0.01,-43.56,138.96
17,201,05:00,3.37,-6.57,9.43,19.01,10.83,0.01,0.01,0.01,-46.14,135.07
17,201,05:10,3.36,-5.67,9.82,19.46,3.4,0.01,0.01,0.01,-21.26,137.12
17,201,05:20,2.84,-1.78,8.99,19.03,-2.85,0.01,0.01,0.01,-23.02,92.48
17,201,05:30,2.64,7.67,9.6,19.28,-2.88,0.02,0.03,0.03,-16.3,77.0
17,201,05:40,2.5,7.95,10.01,19.81,-2.88,0.02,0.03,0.03,-23.18,66.28
17,201,05:50,2.3,2.61,10.0,20.3,-2.88,0.02,0.02,0.02,-13.44,50.08
17,201,06:00,1.71,5.87,8.97,20.17,-2.88,0.02,0.02,0.02,-6.7,20.59
17,201,06:10,1.8,5.57,9.04,20.3,-2.88,0.03,0.04,0.03,-3.49,21.84
17,201,06:20,2.01,5.75,9.68,21.46,0.61,0.03,0.03,0.03,-8.96,38.08
17,201,06:30,2.72,4.94,9.86,21.67,9.73,0.04,0.04,0.03,-19.22,81.98
17,201,06:40,2.66,5.34,8.94,20.94,18.49,0.04,0.04,0.03,-19.9,84.41
17,201,06:50,3.04,0.39,8.9,20.19,22.34,0.04,0.04,0.03,-18.77,106.06
17,201,07:00,2.76,1.14,9.37,20.45,22.34,0.04,0.04,0.03,-18.53,82.21
17,201,07:10,2.36,6.78,9.81,20.75,28.85,0.04,0.04,0.04,-0.06,56.68
17,201,07:20,2.82,5.24,9.32,20.78,40.72,0.04,0.04,0.04,-16.52,81.24
17,201,07:30,3.01,0.12,8.44,19.78,47.52,0.02,0.02,0.02,-31.3,116.96
17,201,07:40,2.46,0.79,9.12,19.94,47.52,0.02,0.02,0.01,-17.51,81.42
17,201,07:50,2.41,-2.73,9.26,20.22,47.52,0.02,0.02,0.01,-27.12,81.94
17,201,08:00,3.28,-5.57,8.4,20.12,47.52,0.02,0.02,0.01,-40.37,143.22
17,201,08:10,3.47,0.03,8.39,19.26,47.52,0.02,0.02,0.01,-43.3,183.58
17,201,08:20,2.66,4.79,7.99,18.66,47.52,0.02,0.02,0.01,-46.39,124.48
17,201,08:30,3.0,0.48,8.3,18.66,47.52,0.02,0.02,0.01,-37.43,141.81
17,201,08:40,3.72,6.37,8.07,18.56,47.52,0.02,0.02,0.01,-56.36,207.07
17,201,08:50,3.9,-1.34,7.77,17.69,56.68,0.02,0.02,0.01,-63.16,201.28
17,201,09:00,3.13,-2.93,7.47,17.44,49.21,0.02,0.02,0.01,-51.5,159.4
17,201,09:10,4.01,-2.68,8.38,18.1,47.31,0.02,0.02,0.01,-51.67,193.08
17,201,09:20,4.14,-0.69,7.63,17.64,37.01,0.02,0.02,0.01,-50.46,220.89
17,201,09:30,3.49,-1.3,8.55,17.85,42.97,0.02,0.02,0.01,-45.26,166.55
17,201,09:40,3.25,1.54,8.04,17.78,45.11,0.02,0.02,0.01,-26.09,141.25
17,201,09:50,3.81,-5.96,8.43,18.01,47.62,0.02,0.02,0.01,-14.44,195.03
17,201,10:00,4.17,-6.97,7.77,17.79,44.45,0.02,0.02,0.01,-42.41,206.72
17,201,10:10,3.68,-6.28,8.37,17.93,36.96,29.04,29.04,29.04,-38.2,121.84
17,201,10:20,2.96,-5.36,8.05,18.01,20.75,4.64,4.64,4.64,-23.28,83.94
17,201,10:30,2.37,5.47,8.54,18.3,13.99,3.27,3.27,3.27,-9.6,69.75
17,201,10:40,2.14,-5.61,8.89,19.27,24.74,90.39,90.36,90.39,-0.3,-0.3
17,201,10:50,2.96,-11.81,8.64,19.07,24.74,90.39,90.37,90.39,-0.3,-0.3
17,201,11:00,2.62,-3.5,8.44,18.39,24.74,90.39,90.37,90.39,-0.3,-0.3
17,201,11:10,3.16,-8.89,8.4,17.99,24.74,90.38,90.36,90.38,-0.3,-0.3
17,201,11:20,,,,,,,,,,
17,201,11:30,,,,,,,,,,
17,201,11:40,,,,,,,,,,
17,201,11:50,,,,,,,,,,
17,201,12:00,,,,,,,,,,
17,201,12:10,,,,,,,,,,
17,201,12:20,,,,,,,,,,
17,201,12:30,,,,,,,,,,
17,201,12:40,,,,,,,,,,
17,201,12:50,,,,,,,,,,
17,201,13:00,,,,,,,,,,
17,201,13:10,,,,,,,,,,
17,201,13:20,,,,,,,,,,
17,201,13:30,,,,,,,,,,
17,201,13:40,,,,,,,,,,
17,201,13:50,,,,,,,,,,
17,201,14:00,,,,,,,,,,
17,201,14:10,,,,,,,,,,
17,201,14:20,,,,,,,,,,
17,201,14:30,,,,,,,,,,
17,201,14:40,,,,,,,,,,
17,201,14:50,,,,,,,,,,
17,201,15:00,,,,,,,,,,
17,201,15:10,,,,,,,,,,
17,201,15:20,,,,,,,,,,
17,201,15:30,,,,,,,,,,
17,201,15:40,,,,,,,,,,
17,201,15:50,,,,,,,,,,
17,201,16:00,,,,,,,,,,
17,201,16:10,,,,,,,,,,
17,201,16:20,,,,,,,,,,
17,201,16:30,,,,,,,,,,
17,201,16:40,,,,,,,,,,
17,201,16:50,,,,,,,,,,
17,201,17:00,4.23,-32.79,11.99,13.89,24.73,90.36,90.34,90.35,0.0,0.0
17,201,17:10,4.06,-20.99,12.01,13.9,18.35,89.83,89.79,89.79,0.0,0.0
17,201,17:20,4.62,-1.33,12.2,13.99,0.31,90.36,90.39,90.39,0.0,0.0
17,201,17:30,3.82,-0.08,12.37,14.0,3.17,49.75,49.75,49.76,-27.06,79.36
17,201,17:40,3.95,-5.19,12.4,15.24,12.65,0.01,0.01,0.01,-72.48,214.74
17,201,17:50,4.75,0.65,12.71,16.31,4.07,0.01,0.01,0.01,-90.82,335.27
17,201,18:00,3.95,2.92,12.98,16.88,4.07,0.01,0.01,0.01,-87.38,223.28
17,201,18:10,3.77,-3.28,12.91,17.49,4.07,0.01,0.01,0.01,-70.46,195.66
17,201,18:20,3.88,-5.42,12.81,17.91,4.07,0.01,0.01,0.01,-64.74,208.34
17,201,18:30,4.1,-6.28,12.8,18.23,2.21,0.01,0.01,0.01,-56.42,212.41
17,201,18:40,3.47,2.55,12.8,18.57,-6.54,0.01,0.01,0.01,-49.48,161.56
17,201,18:50,3.34,5.72,12.88,18.94,-2.67,0.01,0.01,0.01,-40.15,146.94
17,201,19:00,3.07,-0.63,12.85,19.27,4.07,0.01,0.01,0.01,-41.71,120.85
17,201,19:10,3.2,-1.5,12.81,19.69,4.07,0.01,0.01,0.01,-36.03,127.64
17,201,19:20,3.38,1.04,12.25,19.63,4.07,0.01,0.01,0.01,-51.39,144.2
17,201,19:30,3.05,-1.66,12.27,19.61,4.07,0.01,0.01,0.01,-18.98,109.15
17,201,19:40,2.65,-0.05,12.64,20.24,4.07,0.01,0.01,0.01,-12.21,83.01
17,201,19:50,2.5,2.38,12.92,20.81,4.07,0.01,0.01,0.01,-10.52,70.96
17,201,20:00,1.87,0.72,13.06,21.48,4.07,0.01,0.01,0.01,-2.46,19.27
17,201,20:10,1.29,1.76,11.96,21.61,4.07,20.58,20.57,20.57,-0.21,-1.65
17,201,20:20,1.58,47.91,12.12,21.4,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,20:30,1.84,59.52,12.3,20.62,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,20:40,2.15,54.43,12.14,19.97,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,20:50,2.05,48.3,12.0,19.41,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:00,1.6,34.28,11.34,19.11,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:10,1.49,49.2,11.1,18.93,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:20,1.68,54.0,11.3,18.82,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:30,1.55,50.74,11.3,18.59,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:40,1.28,51.61,11.2,18.46,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,21:50,1.7,57.38,11.07,18.26,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:00,1.82,67.28,10.9,18.03,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:10,1.6,69.32,10.69,17.96,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:20,1.64,78.74,10.54,17.88,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:30,1.7,96.57,10.54,17.66,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:40,1.69,105.91,10.6,17.45,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,22:50,1.74,108.36,10.65,17.18,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:00,1.53,117.61,10.49,16.96,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:10,1.45,118.66,10.33,16.82,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:20,1.53,118.34,10.18,16.64,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:30,1.19,122.88,10.06,16.51,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:40,1.09,133.9,10.0,16.5,4.07,90.38,90.39,90.37,-0.3,-0.3
17,201,23:50,1.21,143.52,9.92,16.5,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:00,1.35,160.35,9.43,16.29,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:10,1.52,145.1,9.2,16.08,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:20,1.57,-91.96,9.26,15.84,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:30,1.53,-165.44,9.62,15.63,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:40,1.95,-158.89,9.73,15.41,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,00:50,2.63,-163.61,9.74,15.1,4.07,90.38,90.39,90.37,-0.3,-0.3
17,202,01:00,2.46,-84.91,9.71,14.9,-84.08,90.38,90.39,90.37,-0.3,-0.3
17,202,01:10,1.91,3.37,9.23,15.27,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,01:20,1.86,2.46,8.89,15.14,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,01:30,1.95,12.49,8.64,14.95,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,01:40,2.03,3.49,8.6,14.78,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,01:50,1.95,0.34,8.66,14.55,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:00,1.78,4.76,8.7,14.33,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:10,1.98,-5.71,8.61,14.2,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:20,2.03,2.88,8.68,14.06,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:30,1.79,4.13,8.63,13.93,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:40,1.53,0.68,8.43,13.84,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,02:50,1.62,5.73,8.3,13.66,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,03:00,1.77,7.2,8.35,13.58,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,03:10,2.63,0.74,8.4,13.33,-157.41,90.38,90.39,90.37,-0.3,-0.3
17,202,03:20,2.21,-2.33,8.61,13.15,-163.0,21.37,21.37,21.37,-0.34,-0.32
17,202,03:30,2.63,6.99,8.91,13.19,-170.02,38.52,38.52,38.53,-0.33,-0.31
17,202,03:40,2.55,5.31,9.24,13.26,-170.02,30.93,30.94,30.94,-0.32,-0.31
17,202,03:50,2.23,-0.97,9.43,13.41,-170.02,23.86,23.85,23.85,-0.35,-0.33
17,202,04:00,3.1,4.75,9.44,13.73,-170.02,13.2,13.2,13.21,-25.32,89.74
17,202,04:10,2.96,2.07,9.4,14.63,-170.02,0.01,0.01,0.01,-38.06,135.76
17,202,04:20,3.02,-1.12,9.46,15.28,-170.02,0.01,0.01,0.01,-30.68,131.13
17,202,04:30,3.22,-3.86,9.5,15.74,-170.02,0.01,0.01,0.01,-47.1,153.29
17,202,04:40,3.86,-7.67,9.61,16.05,-170.02,0.01,0.01,0.01,-60.8,199.5
17,202,04:50,3.79,-5.88,9.75,16.3,-170.02,0.01,0.01,0.01,-58.22,204.67
17,202,05:00,3.65,-5.8,9.8,16.57,-177.34,0.01,0.01,0.01,-59.69,198.6
17,202,05:10,3.31,-2.54,9.8,16.86,-180.61,0.01,0.01,0.01,-52.29,178.85
17,202,05:20,3.4,2.65,9.95,17.15,-180.61,0.01,0.01,0.01,-50.0,175.6
17,202,05:30,3.67,3.92,10.02,17.34,-180.61,0.01,0.01,0.01,-64.79,211.89
17,202,05:40,4.5,6.08,9.1,16.89,-171.15,0.01,0.01,0.01,-83.39,266.93
17,202,05:50,5.25,3.86,7.93,15.5,-167.36,0.41,0.41,0.41,-131.95,369.33
17,202,06:00,5.58,1.5,7.52,14.89,-161.43,2.68,2.68,2.68,-143.53,346.74
17,202,06:10,5.49,-2.91,7.14,14.6,-161.41,1.7,1.7,1.7,-112.19,359.16
17,202,06:20,5.89,-3.29,6.97,14.53,-161.41,0.74,0.74,0.74,-122.11,461.53
17,202,06:30,6.29,-1.93,6.84,14.42,-167.54,0.01,0.01,0.01,-143.24,532.91
17,202,06:40,5.81,2.47,6.77,14.24,-170.02,0.01,0.01,0.01,-135.4,496.0
17,202,06:50,5.88,3.06,6.68,14.2,-170.02,0.01,0.01,0.01,-147.53,511.32
17,202,07:00,5.98,3.28,6.6,14.13,-170.02,0.01,0.01,0.01,-121.88,545.47
17,202,07:10,6.08,5.29,6.59,14.05,-170.02,0.01,0.01,0.01,-146.44,577.43
17,202,07:20,6.05,3.5,6.47,14.05,-170.02,0.01,0.01,0.01,-124.84,575.34
17,202,07:30,6.4,1.71,6.4,14.01,-170.02,0.01,0.01,0.01,-109.67,640.73
17,202,07:40,6.63,0.84,6.4,14.0,-170.02,0.01,0.01,0.01,-99.47,713.74
17,202,07:50,7.06,1.78,6.47,14.0,-170.02,0.01,0.01,0.01,-119.83,848.37
17,202,08:00,7.11,0.09,6.55,14.04,-170.02,0.01,0.01,0.01,-72.72,857.86
17,202,08:10,7.13,0.29,6.5,14.25,-170.02,2.8,2.8,2.8,-27.68,775.21
17,202,08:20,7.15,2.39,6.49,14.3,-170.02,3.92,3.92,3.92,15.28,775.67
17,202,08:30,7.84,0.82,6.43,14.3,-170.02,1.48,1.48,1.48,45.01,1027.98
17,202,08:40,8.11,0.03,6.4,14.3,-170.04,1.15,1.15,1.15,103.48,1118.3
17,202,08:50,8.1,4.47,6.41,14.4,-170.04,0.98,0.98,0.98,151.42,1125.3
17,202,09:00,8.09,2.37,6.4,14.52,-170.04,0.1,0.1,0.1,143.58,1124.55
17,202,09:10,7.9,-0.73,6.4,14.58,-170.04,0.01,0.01,0.01,129.15,1043.7
17,202,09:20,7.98,-3.93,6.37,14.63,-170.04,0.01,0.01,0.01,126.13,1031.69
17,202,09:30,8.21,-6.94,6.39,14.75,-170.04,0.01,0.01,0.01,129.99,929.74
17,202,09:40,7.71,-3.07,6.36,14.7,-177.2,0.01,0.01,0.01,165.84,894.15
17,202,09:50,7.35,-1.56,6.49,14.93,-178.66,0.01,0.01,0.01,144.87,846.36
17,202,10:00,6.87,-1.23,6.58,15.1,-178.66,0.01,0.01,0.01,156.67,745.14
17,202,10:10,6.46,1.05,6.74,15.17,-178.66,0.01,0.01,0.01,121.84,676.03
17,202,10:20,6.41,3.2,7.01,15.21,-176.5,0.01,0.01,0.01,129.49,658.35
17,202,10:30,6.37,-2.05,7.04,15.4,-170.04,0.01,0.01,0.01,98.58,677.9
17,202,10:40,6.89,-1.01,7.25,15.31,-170.04,0.42,0.42,0.42,112.09,785.63
17,202,10:50,6.69,2.93,7.61,15.52,-170.04,5.74,5.74,5.74,88.25,512.67
17,202,11:00,7.48,1.73,7.94,15.71,-166.48,8.22,8.22,8.22,86.4,492.88
17,202,11:10,8.94,-2.26,8.11,15.68,-161.41,9.49,9.49,9.49,94.49,604.62
17,202,11:20,9.53,1.93,8.27,15.28,-161.3,9.07,9.07,9.07,112.57,756.7
17,202,11:30,8.58,-1.48,8.4,15.2,-153.81,6.28,6.28,6.28,139.29,843.5
17,202,11:40,9.2,-0.04,8.56,15.48,-153.8,7.48,7.48,7.48,134.51,827.6
17,202,11:50,9.02,-1.69,8.74,15.71,-155.04,6.54,6.54,6.54,92.52,864.78
17,202,12:00,8.67,-0.84,8.92,15.88,-154.74,4.92,4.92,4.92,77.58,943.82
17,202,12:10,8.5,-1.21,9.2,16.11,-157.39,3.18,3.18,3.18,83.31,1008.02
17,202,12:20,8.96,-0.57,9.67,16.48,-154.81,1.45,1.45,1.45,65.41,1238.4
17,202,12:30,9.23,1.97,10.0,16.75,-155.92,0.81,0.81,0.81,72.28,1262.8
17,202,12:40,9.39,-1.84,10.21,16.89,-148.73,0.62,0.62,0.62,41.12,1310.83
17,202,12:50,8.86,-1.95,10.4,17.21,-153.05,0.1,0.1,0.1,47.47,1237.69
17,202,13:00,8.72,2.32,10.77,17.59,-149.69,1.44,1.44,1.44,46.68,1159.54
17,202,13:10,8.6,-1.12,10.96,17.84,-147.78,4.23,4.23,4.23,67.47,958.41
17,202,13:20,8.25,-3.96,11.06,17.94,-147.78,2.81,2.81,2.81,5.58,985.81
17,202,13:30,8.28,-0.66,11.32,18.14,-155.04,2.79,2.79,2.79,-69.14,982.97
17,202,13:40,7.99,-0.75,11.72,18.29,-161.63,1.67,1.67,1.67,-22.62,976.4
17,202,13:50,8.09,0.32,11.99,18.51,-159.43,0.76,0.76,0.76,-0.61,970.63
17,202,14:00,7.55,-2.01,12.23,18.62,-156.1,0.25,0.25,0.25,29.38,869.34
17,202,14:10,6.84,0.58,12.38,18.88,-159.15,0.54,0.54,0.54,15.88,680.9
17,202,14:20,6.69,0.08,12.51,19.14,-151.68,0.6,0.6,0.6,-2.56,605.67
17,202,14:30,7.05,-1.19,12.6,19.04,-145.6,0.21,0.21,0.21,-16.1,740.73
17,202,14:40,7.43,2.5,12.72,18.93,-147.32,0.24,0.24,0.24,-18.12,874.5
17,202,14:50,7.55,-3.38,12.78,18.81,-145.4,0.08,0.08,0.08,3.91,857.64
17,202,15:00,7.8,-1.19,12.98,18.9,-145.57,0.47,0.47,0.47,-14.21,912.97
17,202,15:10,7.33,-1.89,13.12,19.04,-144.67,1.16,1.16,1.16,-18.92,818.26
17,202,15:20,7.47,0.05,13.29,19.16,-146.38,1.06,1.06,1.06,-28.85,836.01
17,202,15:30,7.24,-2.23,13.38,19.13,-146.3,0.16,0.16,0.16,-35.5,805.81
17,202,15:40,7.18,0.21,13.48,19.36,-148.19,0.05,0.04,0.05,-21.67,824.43
17,202,15:50,7.11,0.2,13.59,19.46,-147.34,0.07,0.07,0.07,-27.52,800.24
17,202,16:00,6.96,-3.23,13.61,19.51,-145.14,0.27,0.27,0.27,-53.23,728.73
17,202,16:10,7.44,2.26,13.78,19.6,-143.21,0.34,0.34,0.34,-44.02,865.56
17,202,16:20,7.52,-0.59,13.67,19.42,-146.28,0.15,0.15,0.15,-14.35,895.31
17,202,16:30,7.05,-0.49,13.66,19.49,-140.09,0.12,0.13,0.12,32.4,749.48
17,202,16:40,7.47,-1.52,13.51,19.4,-141.08,0.02,0.02,0.02,76.29,859.55
17,202,16:50,7.85,-3.18,13.5,19.4,-136.54,0.02,0.02,0.02,58.9,954.13
17,202,17:00,7.36,-3.77,13.47,19.38,-138.1,0.02,0.02,0.02,59.62,846.49
17,202,17:10,7.51,-0.94,13.4,19.4,-138.11,0.02,0.01,0.02,70.8,854.27
17,202,17:20,6.87,-0.66,13.23,19.42,-139.99,0.02,0.02,0.01,74.01,700.71
17,202,17:30,7.12,-3.92,13.11,19.46,-136.54,0.01,0.01,0.01,71.21,762.37
17,202,17:40,7.3,-4.69,12.93,19.31,-136.54,0.02,0.02,0.02,60.37,754.18
17,202,17:50,7.02,-5.91,12.71,19.3,-136.54,0.02,0.02,0.02,57.23,657.59
17,202,18:00,6.74,-5.12,12.49,19.13,-138.08,0.02,0.01,0.01,74.0,624.57
17,202,18:10,7.33,0.5,12.26,18.88,-145.14,0.03,0.03,0.03,46.24,849.3
17,202,18:20,6.74,1.42,12.02,18.61,-145.14,0.02,0.02,0.02,11.4,658.36
17,202,18:30,7.29,-1.37,11.71,18.52,-145.14,0.01,0.01,0.01,-60.4,816.85
17,202,18:40,7.55,-1.09,11.49,18.28,-145.14,0.01,0.01,0.01,-73.22,868.01
17,202,18:50,8.24,-1.74,11.29,18.13,-145.14,0.01,0.01,0.01,-36.86,1041.71
17,202,19:00,7.91,-2.38,11.11,17.94,-145.14,0.04,0.04,0.04,69.87,928.78
17,202,19:10,7.53,-1.79,10.78,18.03,-145.14,4.68,4.68,4.68,116.85,624.31
17,202,19:20,8.14,-4.98,10.61,18.13,-147.21,7.07,7.07,7.07,101.06,541.98
17,202,19:30,8.24,-3.79,10.57,17.88,-153.72,7.68,7.68,7.68,90.47,505.45
17,202,19:40,7.57,-1.21,10.41,17.57,-161.63,5.43,5.43,5.43,94.91,602.17
17,202,19:50,8.36,2.03,10.39,17.24,-162.33,6.52,6.52,6.52,107.92,666.51
17,202,20:00,8.8,2.87,10.39,17.11,-162.33,7.1,7.1,7.1,99.09,729.53
17,202,20:10,8.64,-1.63,10.31,17.09,-162.33,6.39,6.39,6.39,114.55,755.23
17,202,20:20,8.19,-4.79,10.07,16.92,-166.66,1.94,1.94,1.94,65.91,930.51
17,202,20:30,8.26,-2.9,9.97,16.9,-170.92,0.06,0.06,0.06,105.36,1058.14
17,202,20:40,8.32,-5.06,9.75,16.9,-170.92,0.04,0.04,0.04,141.76,1046.41
17,202,20:50,8.69,-5.9,9.47,16.88,-170.92,0.04,0.04,0.04,173.79,1081.46
17,202,21:00,8.56,-5.95,9.3,16.8,-170.92,0.04,0.04,0.04,161.49,1080.23
17,202,21:10,8.78,-5.95,9.21,16.8,-170.92,1.21,1.21,1.21,136.0,1083.42
17,202,21:20,8.79,-3.32,9.12,16.74,-175.17,3.39,3.39,3.39,103.22,1042.77
17,202,21:30,8.85,3.27,9.2,16.73,-178.48,6.05,6.05,6.05,147.32,963.49
17,202,21:40,8.92,2.82,9.2,16.61,-178.48,5.84,5.84,5.84,133.08,973.3
17,202,21:50,9.0,1.94,9.04,16.6,-178.48,7.01,7.01,7.01,19.24,858.08
17,202,22:00,9.07,-0.41,8.84,16.48,-178.48,5.72,5.72,5.72,100.59,976.99
17,202,22:10,8.68,-2.04,8.68,16.3,-178.48,4.86,4.86,4.86,133.54,974.77
17,202,22:20,8.78,-1.3,8.53,16.31,-178.48,5.25,5.25,5.25,126.32,965.63
17,202,22:30,9.37,-4.96,8.48,16.26,-178.48,3.71,3.71,3.71,142.52,1166.62
17,202,22:40,9.51,-4.57,8.4,16.2,-178.48,3.2,3.2,3.2,128.32,1263.18
17,202,22:50,9.65,-0.46,8.51,16.22,-178.48,5.69,5.69,5.69,100.38,1182.65
17,202,23:00,10.04,0.57,8.6,16.25,-178.48,6.05,6.05,6.05,118.35,1210.19
17,202,23:10,9.8,1.47,8.6,16.28,-178.48,5.49,5.49,5.49,129.16,1222.46
17,202,23:20,9.93,2.23,8.6,16.3,-178.53,6.31,6.31,6.31,149.88,1196.1
17,202,23:30,10.23,4.75,8.6,16.27,-178.53,6.9,6.9,6.9,129.13,1240.44
17,202,23:40,10.71,-0.13,8.5,16.14,-171.8,7.12,7.12,7.12,119.32,1224.02
17,202,23:50,10.76,-3.09,8.35,16.0,-170.97,7.16,7.16,7.16,45.08,1255.36
18,201,00:00,2.87,3.87,19.14,20.1,158.85,0.01,0.01,0.01,-72.54,184.47
18,201,00:10,2.95,5.31,18.65,19.84,158.85,0.01,0.01,0.01,-72.01,199.19
18,201,00:20,3.11,6.36,18.35,19.66,161.49,0.01,0.01,0.01,-77.28,215.93
18,201,00:30,2.97,-2.79,18.13,19.56,169.43,0.01,0.01,0.01,-71.92,198.56
18,201,00:40,2.86,-0.72,18.0,19.41,169.43,0.01,0.01,0.01,-76.09,198.86
18,201,00:50,2.63,-0.41,17.84,19.4,169.43,0.01,0.01,0.01,-80.39,165.67
18,201,01:00,2.49,3.74,17.71,19.4,169.43,0.01,0.01,0.01,-72.65,136.05
18,201,01:10,2.22,2.15,17.49,19.48,179.46,0.01,0.01,0.01,-42.2,98.71
18,201,01:20,2.66,-6.57,17.32,19.73,181.97,0.01,0.01,0.01,-29.81,110.69
18,201,01:30,2.83,-7.77,17.13,19.75,168.39,0.01,0.01,0.01,-34.15,106.29
18,201,01:40,2.04,-2.54,16.83,19.7,157.31,0.01,0.01,0.01,-26.52,83.22
18,201,01:50,1.87,-1.35,16.48,19.81,157.3,0.01,0.01,0.01,-23.02,72.98
18,201,02:00,2.12,0.64,16.19,19.89,157.3,0.01,0.01,0.01,-32.09,112.62
18,201,02:10,2.83,6.9,15.97,19.56,157.3,0.01,0.01,0.01,-52.72,177.43
18,201,02:20,2.9,7.64,15.8,19.06,161.11,0.01,0.01,0.01,-58.17,170.03
18,201,02:30,2.52,4.54,15.7,18.8,169.91,0.01,0.01,0.01,-45.81,133.13
18,201,02:40,2.49,-1.35,15.62,18.83,181.66,0.01,0.01,0.01,-37.94,110.47
18,201,02:50,2.93,-5.73,15.5,18.9,182.48,0.01,0.01,0.01,-50.46,135.52
18,201,03:00,2.73,-4.24,15.5,18.9,182.48,0.01,0.01,0.01,-44.56,133.86
18,201,03:10,2.74,-5.03,15.5,18.9,182.48,0.01,0.01,0.01,-47.11,137.14
18,201,03:20,2.94,-2.31,15.5,18.9,182.48,0.01,0.01,0.01,-61.0,166.12
18,201,03:30,2.65,-0.24,15.59,18.82,182.48,0.01,0.01,0.01,-49.06,130.75
18,201,03:40,2.37,3.18,15.68,18.96,182.48,0.01,0.01,0.01,-25.22,112.28
18,201,03:50,2.69,-1.21,15.7,19.1,182.48,0.01,0.01,0.01,-30.53,123.49
18,201,04:00,2.56,-2.31,15.7,19.1,182.48,0.01,0.01,0.01,-32.56,111.41
18,201,04:10,2.32,-0.52,15.7,19.19,182.48,0.01,0.01,0.01,-28.52,87.26
18,201,04:20,2.86,-5.29,15.69,19.38,182.48,0.01,0.01,0.01,-44.29,122.92
18,201,04:30,3.19,-8.62,15.58,19.18,182.48,0.01,0.01,0.01,-64.36,152.13
18,201,04:40,3.11,-6.79,15.5,18.94,180.42,0.01,0.01,0.01,-65.71,152.09
18,201,04:50,2.89,-0.74,15.41,18.75,171.89,0.01,0.01,0.01,-53.11,168.08
18,201,05:00,3.04,-6.22,15.34,18.58,171.89,0.01,0.01,0.01,-44.08,150.75
18,201,05:10,2.63,-3.85,15.21,18.53,163.51,0.01,0.01,0.01,-26.29,130.87
